;Unnamed: 0;Unnamed: 0.1;cod_orgao_sup;nm_orgao_sup;cod_orgao;nm_orgao;cod_unidade;nm_unidade;modalidade_compra;id_item_compra;dia;ano;mes;cod_classe_material;nm_classe_material;grupo_material;grupo_servico;cod_material_serv;desc_material_serv;padrao_desc_material;cnpj_fornecedor;nm_fornecedor;unidade_fornecimento;valor_unitario;qtde_ofertada;ind_pandemia
569;909;219100;99900;REPUBLICA FEDERATIVA DO BRASIL;94320;ESTADO DO CEARA;943001;GOVERNO DO ESTADO DO CEARA;Pregão;9430010501176201800044;28 Jan 2019;2019;Jan 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;347138; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,51797E+13;EXPRESSO DISTRIBUIDORA EIRELI;FRASCO 500,00 ML;3,65;766;0
583;951;133147;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160026;COMANDO DA 22ª BRIGADA DE INFANTARIA DE SELVA;Pregão;1600260500003201900005;06 Mai 2019;2019;Mai 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,72793E+13;A C DA S PINTO;FRASCO 500,00 ML;3,65;650;0
341;542;166823;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160422;COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA/RS;Pregão;1604220500003201800007;26 Abr 2018;2018;Abr 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;311410; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,36217E+13;GELSON LUIS DOS SANTOS LIMANA & CIA LTDA;FRASCO 500,00 ML;3,65;3500;0
94;157;213802;99900;REPUBLICA FEDERATIVA DO BRASIL;96120;ESTADO DO PARANA;987565;PREF.MUN. DE FRANCISCO BELTRAO;Pregão;9875650500152201900015;24 Jan 2020;2020;Jan 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;5,34061E+12;SIPROLIMP - SIMIONATO PRODUTOS DE LIMPEZA LTDA;FRASCO 500,00 ML;3,65;1000;0
498;810;242262;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160372;COMANDO DE ARTILHARIA DIVISIONARIA/3/RS;Pregão;1603720500006201800003;17 Set 2018;2018;Set 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;244273; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,29262E+13;YOSHIMITSU OGAWA - EIRELI;FRASCO 500,00 ML;3,66;3350;0
675;1103;154678;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160537;COMANDO 16A BRIGADA DE INFANT.DE SELVA/MEX/AM;Pregão;1605370500012201900030;14 Nov 2019;2019;Nov 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,17552E+13;MARIA ERMINDA DA SILVA CHAVEZ ME;FRASCO 500,00 ML;3,69;1500;0
571;911;2106;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70016;TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL;Pregão;0700160500007201900001;15 Abr 2019;2019;Abr 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;7,94754E+12;ODONTOMED CANAA LTDA;FRASCO 500,00 ML;3,69;10000;0
376;618;220783;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120637;GRUPAMENTO DE APOIO DE BOA VISTA;Pregão;1206370500021201800003;19 Jul 2018;2018;Jul 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,33189E+13;SYLVIA P DA COSTA RAMOS;FRASCO 500,00 ML;3,69;6000;0
323;509;3885;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70024;TRIBUNAL REGIONAL ELEITORAL DE RONDONIA;Pregão;0700240500030201700002;06 Abr 2018;2018;Abr 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,38079E+13;COMERCIO VAREJISTA DE ARMARINHO MARTINS EIRELI;FRASCO 500,00 ML;3,7;5760;0
611;999;64753;26000;MINISTERIO DA EDUCACAO;26250;UNIVERSIDADE FEDERAL DE RORAIMA;154080;UNIVERSIDADE FEDERAL/RR;Pregão;1540800500038201800002;07 Ago 2019;2019;Ago 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;244273; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,8777E+13;R. H. GUEDES VIEIRA;FRASCO 500,00 ML;3,7;938;0
715;1174;226532;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160240;9ª BATERIA DE ARTILHARIA ANTIAÉREA;Pregão;1602400500003201900051;31 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,27584E+13;PISOM DISTRIBUIDORA E COMERCIO DE PRODUTOS EIRELI;FRASCO 500,00 ML;3,7;350;0
473;769;72947;26000;MINISTERIO DA EDUCACAO;26264;UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN;153033;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;Pregão;1530330500034201800002;10 Set 2018;2018;Set 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,66932E+13;MARCELO TAVARES AFONSO FONSECA EIRELI;FRASCO 500,00 ML;3,7;2300;0
405;655;357701;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;764000;DIRETORIA DO PESSOAL MILITAR DA MARINHA;Pregão;7640000500008201800021;17 Ago 2018;2018;Ago 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,95429E+13;LIMP MED COMERCIO DE MATERIAIS MEDICOS ORTOPEDICOS LTDA;FRASCO 500,00 ML;3,71;500;0
537;871;66750;26000;MINISTERIO DA EDUCACAO;26423;INST.FED.DE EDUC.,CIENC.E TEC. DE SERGIPE;158393;INST.FED.DE ED.,CIENC.E TEC.DE SE/C.ARACAJU;Pregão;1583930500002201900003;14 Fev 2019;2019;Fev 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,91977E+13;LIVRARIA E PAPELARIA PRATICA LTDA;FRASCO 500,00 ML;3,73;604;0
56;96;108387;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160052;1 REGIMENTO DE CAVALARIA DE GUARDA-MEX/DF;Pregão;1600520500001201900042;28 Fev 2020;2020;Fev 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;395734; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, APLICACAO:LIMPEZA, CARACTERISTICAS ADICIONAIS:NEUTRO, CONCENTRACAO:73%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,95798E+13;ELETROLED MATERIAIS ELETRICOS EIRELI;FRASCO 500,00 ML;3,73;10400;0
95;160;220435;99900;REPUBLICA FEDERATIVA DO BRASIL;97220;ESTADO DO MATO GROSSO;926668;ASSEMBLEIA LEGISLATIVA DE MATO GROSSO;Pregão;9266680500010201900018;11 Fev 2020;2020;Fev 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;441477; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, APLICACAO:ACENDEDOR, CONCENTRACAO:80deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,61481E+13;MOSAICO DISTRIBUIDORA ATACADO E ELETRONICOS EIRELI;FRASCO 500,00 ML;3,74;5680;0
634;1040;285772;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160431;4 REGIMENTO DE CAVALARIA BLINDADO/RS;Pregão;1604310500002201900370;04 Jun 2019;2019;Jun 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;347138; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,02405E+13;R.A.C. CUNHA MATERIAIS P/ CONSTRUCAO EIRELI;FRASCO 500,00 ML;3,74;1000;0
564;902;190148;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160526;3 COMPANHIA DE ENGENHARIA DE COMB.MECAN./RS;Pregão;1605260500003201800066;22 Jan 2019;2019;Jan 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,88644E+13;ARENA DISTRIBUIDORA DE BEBIDAS LTDA;FRASCO 500,00 ML;3,74;1000;0
563;901;179878;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160447;1º BATALHãO FERROVIáRIO;Pregão;1604470500057201800001;29 Jan 2019;2019;Jan 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,56313E+13;LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;3,75;400;0
716;1175;234391;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160327;INSTITUTO MILITAR DE ENGENHARIA/RJ;Pregão;1603270500007201900110;20 Set 2019;2019;Set 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;420799; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, APLICACAO:LIMPEZA, CONCENTRACAO:75% INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,19572E+13;LIMP DESC COMERCIO DE MATERIAIS DE LIMPEZA E DESCARTAVEIS EM GERAL EIRELI;FRASCO 500,00 ML;3,75;1000;0
484;791;146979;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257042;DISTRITO SANIT. ESP.INDIGENA - ALTAMIRA;Pregão;2570420500006201800013;02 Out 2018;2018;Out 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,70351E+13;ALMEIDA DISTRIBUIDORA EIRELI;FRASCO 500,00 ML;3,77;1500;0
378;622;244337;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160078;COLEGIO MILITAR DE CAMPO GRANDE;Pregão;1600780500002201800193;26 Jun 2018;2018;Jun 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,38664E+13;HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;FRASCO 500,00 ML;3,77;7652;0
667;1090;116072;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160095;58 BATALHAO DE INFANTARIA MOTORIZADO-MEX/GO;Pregão;1600950500005201900002;11 Nov 2019;2019;Nov 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,95798E+13;ELETROLED MATERIAIS ELETRICOS EIRELI;FRASCO 500,00 ML;3,78;250;0
737;1207;311014;99900;REPUBLICA FEDERATIVA DO BRASIL;95420;ESTADO DE SAO PAULO;925203;PMSP - DIR. REG. EDUC. - SÃO MIGUEL;Pregão;9252030500009201900002;30 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,14509E+13;ALTA SERRANA COMERCIAL EIRELI;FRASCO 500,00 ML;3,78;4750;0
736;1206;311013;99900;REPUBLICA FEDERATIVA DO BRASIL;95420;ESTADO DE SAO PAULO;925203;PMSP - DIR. REG. EDUC. - SÃO MIGUEL;Pregão;9252030500009201900001;30 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,14509E+13;ALTA SERRANA COMERCIAL EIRELI;FRASCO 500,00 ML;3,78;14250;0
497;809;241811;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160369;3 GRUPO DE ARTILHARIA ANTIAEREA/RS;Pregão;1603690500003201800004;17 Out 2018;2018;Out 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;311410; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,56313E+13;LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;3,79;1800;0
545;881;108755;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120625;GRUPAMENTO DE APOIO DO DF;Pregão;1206250500095201800002;18 Mar 2019;2019;Mar 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;5,2054E+12;CDV COMERCIAL DE ALIMENTOS EIRELI;FRASCO 500,00 ML;3,79;2145;0
450;725;281623;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160367;3 BATALHAO DE ENGENHARIA DE COMBATE/RS;Pregão;1603670500022201800002;27 Nov 2018;2018;Nov 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,38664E+13;HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;FRASCO 500,00 ML;3,79;1440;0
568;906;198649;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;781000;COMANDO DO 1.DISTRITO NAVAL;Pregão;7810000500024201800003;12 Mar 2019;2019;Mar 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,25673E+13;CARIOCA SOLUTION EIRELI;FRASCO 500,00 ML;3,8;14000;0
624;1027;185092;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120635;GRUPAMENTO DE APOIO DO GUARATINGUETÁ;Pregão;1206350500029201900002;12 Jun 2019;2019;Jun 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;311410; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,71064E+13;LC COMERCIAL EIRELI;FRASCO 500,00 ML;3,8;3860;0
602;979;4607;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70011;TRIBUNAL REGIONAL ELEITORAL DE ALAGOAS;Pregão;0700110500037201900001;29 Ago 2019;2019;Ago 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,91977E+13;LIVRARIA E PAPELARIA PRATICA LTDA;FRASCO 500,00 ML;3,8;1000;0
485;795;178660;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120644;GRUPAMENTO DE APOIO DE CURITIBA;Pregão;1206440500047201800056;18 Out 2018;2018;Out 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;3,8;900;0
707;1164;191455;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160084;COLEGIO MILITAR DE RECIFE;Pregão;1600840500006201900351;23 Set 2019;2019;Set 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;347138; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,13696E+13;SGS SERVICOS DE CONFECCOES SOB MEDIDA EIRELI;FRASCO 500,00 ML;3,81;12682;0
562;898;168075;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160356;12 BATALHAO DE ENGENHARIA DE COMBATE/RS;Pregão;1603560500006201800002;09 Fev 2019;2019;Fev 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,56313E+13;LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;3,82;7000;0
459;738;323254;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;791180;BASE AEREA NAVAL DE SAO PEDRO DA ALDEIA/RJ;Pregão;7911800500003201800003;29 Nov 2018;2018;Nov 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,51084E+13;CAPRICHO'S COMERCIO E SERVICOS EIRELI;FRASCO 500,00 ML;3,83;5000;0
616;1013;133954;28000;MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR;30203;INST.NAC. DE METROLOGIA, NORMAL.E QUAL.IND.;183039;SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS;Pregão;1830390500040201800013;04 Jun 2019;2019;Jun 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;8,47105E+12;DESKART SUL DISTRIBUIDORA DE MATERIAIS DE LIMPEZA LTDA;FRASCO 500,00 ML;3,85;4150;0
307;487;134705;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160041;40 BATALHAO DE INFANTARIA/MEX - CE;Pregão;1600410500007201700003;04 Jan 2018;2018;Jan 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;311410; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,51797E+13;EXPRESSO DISTRIBUIDORA EIRELI;FRASCO 500,00 ML;3,87;1500;0
423;681;5487;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70018;TRIBUNAL REGIONAL ELEITORAL DE SAO PAULO;Pregão;0700180500125201800001;26 Dez 2018;2018;Dez 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,68722E+13;BOTANIC DO BRASIL COSMETICOS EIRELI;FRASCO 500,00 ML;3,87;50000;0
400;649;351337;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160537;COMANDO 16A BRIGADA DE INFANT.DE SELVA/MEX/AM;Pregão;1605370500017201700006;05 Jul 2018;2018;Jul 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,18608E+13;W SANTOS CHAVES;FRASCO 500,00 ML;3,89;1500;0
727;1194;275242;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;781100;COMANDO DO GRUPAMENTO NAVAL DO SUDESTE;Pregão;7811000500002201900002;21 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,75261E+13;VIPE COMERCIAL EIRELI;FRASCO 500,00 ML;3,89;1056;0
